Time,Residuals
0,-0.005631494802376347
1,0.01001257229150676
2,-0.006484748569519416
3,-0.024058478431761454
4,-0.006672156899782733
5,-0.004299780561989541
6,0.000296247438212216
7,0.019215535016899432
8,7.004270527044554e-05
9,0.01573729071626251
10,-0.0028456202940747577
11,0.007845938877809822
12,0.0006823933808255411
13,0.003009615560862322
14,-0.00867428139016857
15,0.004454786266341992
16,-0.010777130383927247
17,0.0033969052496169994
18,0.0064522115536740365
19,0.0036037068003569317
20,0.008614760457445358
21,-0.004330578059127177
22,-0.002943815655125359
23,0.006111650334815755
24,-0.0028075531417468547
25,-0.005572824193446069
26,-0.00193927044341069
27,0.002994976176184716
28,0.008657567832117241
29,0.008618551312093992
30,0.00032935438799364114
31,0.012080430589684443
32,-0.00437994891244986
33,-0.00748138089766992
34,-0.01681799984975929
35,-0.0012848104911931113
36,-0.009433663226280586
37,-0.0006106391114601983
38,-0.00969745478308881
39,-0.024788380422509304
40,0.0034434115411663413
41,0.003846185526301227
42,-0.003010453873011132
43,0.0003855661889911044
44,0.00438161361659728
45,-0.006729529277681889
46,-0.005233378000636613
47,-0.01017208516354362
48,-0.006066527186787907
49,0.007900691548652805
50,0.013236841560877233
51,0.01656560419494446
52,0.008131833932672583
53,-0.01073830038281609
54,-0.017730495966992832
55,-0.007469902767490488
56,0.010459969561626092
57,0.015565475478386492
58,0.017726703178693404
59,0.015286022085745143
60,-0.004528923549460773
61,-0.000717165612252213
62,0.00692511053678091
63,-0.0038626543758804033
64,0.009542131126496045
65,0.009953469634214063
66,0.0024018760060728894
67,-0.0003874601419449064
68,0.005262645165517554
69,-0.014314915844228171
70,-0.01958413855550667
71,-5.4508338496184194e-05
72,-0.017671259359360647
73,-0.0021117135973969248
74,-0.00037008502598068205
75,-0.02523303700483992
76,-0.008577842424279947
77,0.012074147702324511
78,-0.0007041234894229476
79,0.0013421991920412601
80,0.006027005444129374
81,0.0022342949256810574
82,0.006002974972575181
83,0.00632307001160215
84,0.0012949080232191879
85,-0.0011608740432496045
86,0.013237479623857684
87,0.004576083083139171
88,0.009151096034237138
89,0.008609478154744998
90,0.0036143219656545877
91,0.005747714618213218
92,0.012598281470085126
93,-0.006445716759955422
94,-0.002662041500785861
95,-0.004111634806983844
96,0.00019809631690770324
97,-0.0010628945885344798
98,0.004413281560848414
99,-0.003954313288359268
100,0.003974553676337145
101,-0.00215079272852825
102,0.002667899805397056
103,-0.004613985230586648
