Time,x
0,0.007077610219803406
1,-0.002472778200230512
2,0.00690838745249305
3,0.00881478517456287
4,0.007446513043125937
5,0.003099106027862846
6,-0.002284940053077845
7,-0.004642251684082435
8,-0.007118029119921268
9,0.005619423260240285
10,-0.0037873603032794827
11,0.007239663114072444
12,0.00631210592152144
13,0.009447856852506766
14,0.013847492631338632
15,0.015517994960606084
16,0.013351961579709049
17,0.013483274551854
18,0.0014039105470602812
19,0.002820508819778897
20,0.007563685517189175
21,0.011088364954017306
22,-0.0011063625199323004
23,-0.012383371052627257
24,-0.008125118337674712
25,-0.012817398525381801
26,-0.0004859637325605042
27,0.010151153405804152
28,0.014606735661382405
29,0.00019399967788486078
30,-0.001114634524942339
31,0.009168489858929835
32,-0.0013962161148594547
33,0.0018345794263014057
34,-0.0067563870600154076
35,-0.010274235089993743
36,-0.0035205056570169675
37,0.0025554380697657897
38,0.0038869308854928807
39,-0.00021651087798445478
40,0.0076070235266136425
41,0.005574222879320037
42,-0.00697080376600387
43,0.006790920209887241
44,0.006834793512588609
45,0.0012693364725968538
46,-0.001124340512668898
47,-0.00248738178710781
48,-0.0009176184796052934
49,-0.01526063977359365
50,-0.013018294020862152
51,0.005556925632953638
52,0.00993484199454438
53,0.0033635917631183085
54,0.012094951035206162
55,0.001462207075533557
56,-0.00844891394758693
57,-0.007051723127267298
58,-0.0016897670742529202
59,-0.003174258964623044
60,-0.0033309984708786242
61,-0.018055764802080265
62,-0.007574863035051485
63,-0.018750024086271612
64,-0.01914144559547413
65,-0.016989995170923537
66,-0.013663645257347392
67,-0.019761931613561264
68,-0.012179093642776764
69,-0.0014789484010485233
70,-0.0013050585131102377
71,0.007594781953217015
72,0.004855935516198877
73,0.00354105734266074
74,0.0010944377254613262
75,-0.01637481485988253
76,0.0032016807692982143
77,0.005413853154644465
78,0.0041322881079105325
79,0.008464685045408331
80,-0.005512878399160144
81,-0.002883112558903829
82,-0.011424394398958902
83,-0.004093690630321478
84,-0.0009413680926887363
85,0.016954280528908863
86,-0.004134187871591373
87,-0.005086595358025947
88,-0.004928922913993141
89,0.020938791473725352
90,0.004480709050825878
91,0.006739100257481314
92,0.0023893384994693135
93,-0.00750615969202078
94,-0.0034259981019423144
95,-1.1862437890455195e-05
96,0.005654553237376938
97,0.00012784051467020592
98,0.00651800683961681
99,0.007618005872854787
100,0.007584461461794064
101,0.004506497295086302
102,0.007818685132518365
103,-0.009491049912233783
104,-0.013226142955437952
105,-0.02526889018220192
106,-0.008057648252026981
107,-0.0065997211719588085
108,-0.006197069718130811
109,-0.0038205604886091065
110,0.008567232596319339
111,0.005194966541197967
112,0.0013483444753874104
113,0.002583892602812198
114,-0.011624695058306756
115,0.008496929443724608
116,0.0007344611577694293
117,-0.0045656471909554484
118,-0.009239971928449895
119,-0.009486742978749066
120,-0.010932407814419075
121,0.001284709593912706
122,0.002227064490752076
123,0.005944385456530315
124,0.004390133969465445
125,0.0003015022572446356
126,0.0018855726274807823
127,-0.006690650237236722
128,0.00465804823113354
129,0.0008846469911310039
130,-0.013026323115911051
131,-0.02163487727726103
132,-0.01578324840200019
133,-0.011541508031399729
134,-0.010785207701174067
135,-0.004220727375925246
136,-0.01756663514037676
137,-0.0050434989775856205
138,-0.0010325259225029003
139,0.00904699197348529
140,-0.005440242873786235
141,-0.001261115401077802
142,-0.006168270955534183
143,0.004846175525367959
144,0.0005608625985926211
145,0.0014424987186588177
146,-0.0009584754853196655
147,0.004430362677135258
148,0.013499709136161258
149,0.007844299322079447
150,-0.0043642188606365625
151,0.005729036394686923
152,-0.0026430306091741887
153,0.004894722885753135
154,0.010549824821044957
155,-0.0038539430935258566
156,-0.01187238800673585
157,-0.008887718328663669
158,0.0013307592535155247
159,0.004714925627221488
160,-0.0014704882926423876
161,0.005544593331438971
162,0.010565475876558615
163,-0.003381932205276328
164,0.005694069633874499
165,-0.0036612416383045646
166,0.004616466393732827
167,0.0180874047004675
168,0.003642674960476419
169,0.0014262248512158125
170,0.0037993498422189353
171,0.01055680807839137
172,0.010967189942617264
173,0.0066229962318091265
174,0.005240389141767869
175,0.009457496926820706
176,0.0025881669859203695
177,-0.006333927997631095
178,-0.005026970931104266
179,0.00588642923365713
180,0.006728591577110855
181,0.00235598846523513
182,0.0051249410754615095
183,-0.00016885311320192966
184,0.004006900023254843
185,-0.006016460878646488
186,-0.011967317347079058
187,-0.006366018226407213
188,-0.009684534606451347
189,0.01448964988096527
190,-0.007617119567058121
191,0.0025255903669362226
192,0.01001957260370717
193,0.0015825287716719465
194,0.006041356754215376
195,-0.004653245499025259
196,-0.0023377772166506016
197,0.011073166982816024
198,0.014589089439228925
199,0.004343571334060612
200,0.011368707243622787
201,0.0025315382098650228
202,0.00037419518998084195
203,-0.004014646750579526
204,0.004996219343232676
205,-0.010916238834103168
206,1.5467407261637303e-06
207,0.00573440539569417
208,-0.0012525457121832914
209,0.011008968872586697
210,-0.00712826556241109
211,-0.014023774418472433
212,-0.008461842596060575
213,-0.0036693646916442944
214,0.0034530706966401327
215,0.0014986667258463844
216,-0.0022821792648216035
217,0.00442639557266421
218,0.0033090466339303812
219,0.011982704049736573
220,-0.0013176314214278688
221,-0.0049601767926570825
222,-0.0012861308648109446
223,-0.005211936047173335
224,0.008094200652882005
225,-0.009963667968511305
226,-0.004340422210218454
227,-0.008856116446156389
228,-0.014113029614772843
229,-0.005458339352652844
230,0.0002737669396394383
231,-0.01504197776683183
232,-0.0011661111175343985
