Time,x
0,0.0066317676389873945
1,0.011703143885462008
2,0.006399563381453289
3,-0.006596703761275628
4,-0.012059214960321427
5,-0.010925905185253932
6,-0.008757493035789857
7,-0.012717491643179524
8,-0.008632530721965827
9,0.0024449446759322612
10,-0.0040169532031441866
11,-0.0026555006136388046s
12,-0.004268047128998225
13,0.004243831105499157
14,-0.0035338088653402194
15,0.005269754928230414
16,-0.010651618550165082
17,0.00252394170236548
18,0.0045206979379358156
19,0.002926336169672121
20,0.011891181259143785
21,0.006948409139355013
22,-0.00576859002231526
23,-0.011989290541803851
24,-0.0005982764705420938
25,-0.006917066952796618
26,-0.0055005130274374675
27,-0.0013229759827955712
28,-0.0005714772381811123
29,0.018490877136837735
30,0.013164658977239584
31,-0.0024615311732072253
32,0.0007965615633133178
33,0.007324334270413857
34,0.010815801862246488
35,0.027642289726850736
36,0.006811312641944522
37,0.004054302138135063
38,0.006725378327784833
39,0.004914062560750637
40,0.0011128363247308215
41,-0.004320834004378898
42,0.0009539045554142534
43,0.00878937841079143
44,0.011186021748642359
45,-0.01002589606465337
46,-0.013362259580829434
47,-0.0006088881443148784
48,0.0008912281283337168
49,0.002814749131642925
50,0.004737773142738223
51,0.003353459366030878
52,0.006046349959478793
53,0.01260899073592188
54,0.00709210703102958
55,-0.0010955934873315184
56,0.0062960854828270196
57,0.01107375883453225
58,0.010466785577551008
59,-0.002153672283842448
60,-0.0016472700891220944
61,0.01136229147061393
62,0.023437068193909068
63,0.014113951969914025
64,0.010540625734613476
65,0.014763289985544825
66,0.002047883021613224
67,0.0037697765287407385
68,0.004073159916882473
69,-0.0025262994748117165
70,-0.016344349968701304
71,-0.001397266405778153
72,-0.005076033622343864
73,0.004066197402972833
74,-0.006539351323826622
75,-0.0017199602038016578
76,0.009739420728283084
77,0.01188337867627802
78,-0.0033661844799260155
79,-0.0105795493476106
80,0.0013444975523252917
81,0.000406068455401367
82,-0.0008108569412889491
83,-0.004911476456560853
84,-0.00015373550911401717
85,0.0005121977917932599
86,-0.005931559495007657
87,-0.006981413292752018
88,-0.010647388459640023
89,-0.01603094323764405
90,-0.009270960226382144
91,-0.010394153656218982
