Time,x
0,1.575142463204526
1,1.579272295334266
2,1.5776051112388965
3,1.562088245707047
4,1.5821268003417697
5,1.5630764585803336
6,1.5669449886210323
7,1.57230528822527
8,1.5760706308621195
9,1.567026780695704
10,1.5779150971894595
11,1.5710954899778238
12,1.565913452282047
13,1.5560785264737602
14,1.5771995320796617
15,1.5923859480560156
16,1.5534685918571571
17,1.5603774638516443
18,1.5598569547971435
19,1.5613631873205267
20,1.5769929399058473
21,1.5588173314761158
22,1.562671520958002
23,1.569663688357865
24,1.566632599478112
25,1.5994478285460647
26,1.5798642555260982
27,1.5817881461754486
28,1.5618701532540467
29,1.5612214025080502
30,1.5962245600576248
31,1.5842215273601983
32,1.5740006344106097
33,1.5721924829442953
34,1.570539474210817
35,1.5914859712544676
36,1.6001768022833571
37,1.5856083632758555
38,1.56771128767174
39,1.560655674142189
40,1.5733706317548541
41,1.5607992492773495
42,1.5805648394262892
43,1.5810498471846355
44,1.5849821928328698
45,1.603451396616743
46,1.5555566833490777
47,1.5877126143668168
48,1.5787898109093625
49,1.5728541964860672
50,1.5758835522262287
51,1.5713914610124622
52,1.5813897414761333
53,1.583169844235061
54,1.5688199600454054
55,1.5803728376591837
56,1.5776414228444482
57,1.5515596853568432
58,1.5752467085335757
59,1.5840616091554616
60,1.5707677386077854
61,1.5724330806235849
62,1.5485712410330674
63,1.5925585848276727
64,1.5777747168321006
65,1.5849217873433425
66,1.5870113555565335
67,1.577916468737399
68,1.5676198718173675
69,1.5668342108154063
70,1.5870643466204841
71,1.5810938761493791
72,1.5638493827952546
73,1.56827170640104
74,1.5789950570194389
75,1.5807011810446496
76,1.5789764194096343
77,1.564416117150288
78,1.5777258070400284
79,1.5765838556817924
80,1.5964623763482029
81,1.5808875926984796
82,1.591336775364344
83,1.5822102547806511
84,1.5806818298090994
85,1.5783682081371273
86,1.6103651605893883
87,1.5774631774025132
88,1.5682237294315946
89,1.5805035762255075
90,1.5862440262405044
91,1.5944788559067011
92,1.5871439625397448
93,1.5629900946473319
94,1.5705649283486698
95,1.580256060386346
96,1.5807041693984556
97,1.5790513637966495
98,1.5768163022869555
99,1.5688188696029146
100,1.5784715180440059
101,1.5686395866986975
102,1.6054669623927176
103,1.5877249351060887
104,1.5996300432862016
105,1.5746244275803734
106,1.5732961838245618
107,1.5630378878206788
108,1.576920710936222
109,1.573702074687066
110,1.581470299203403
111,1.569760167050263
112,1.5824092756124823
113,1.5804593260194755
114,1.5793464701053481
115,1.5854963700661477
116,1.582533804038046
117,1.564707051710964
118,1.5770258052672415
119,1.6037384943299542
120,1.5789351503379496
121,1.560956799047522
122,1.5763774859770703
123,1.595406726116323
124,1.5652223321448904
125,1.5527976111054331
126,1.5660015413638053
127,1.575926667497096
128,1.567304065126558
