Time,x
0,-1.827576122110433
1,-1.8118843857166989
2,-1.8283340592591626
3,-1.8458601616376482
4,-1.8284262202239
5,-1.8260061983189337
6,-1.8213624502594365
7,-1.8023953100858008
8,-1.8214927611848322
9,-1.805777243095824
10,-1.8243116226060603
11,-1.8135712525007353
12,-1.8206856924989758
13,-1.8183090644531124
14,-1.829943254505643
15,-1.8167641809784945
16,-1.8319457885042796
17,-1.8177211374244293
18,-1.81461489837122
19,-1.817412146067901
20,-1.8123495149002016
21,-1.8252429698567125
22,-1.8238040444183223
23,-1.8146961626388365
24,-1.8235627249434352
25,-1.826275166087908
26,-1.8225886318759656
27,-1.8176012891399278
28,-1.8118855218348682
29,-1.8118713294868791
30,-1.8201073502544445
31,-1.8083032181941348
32,-1.8247107676798529
33,-1.8277597280345952
34,-1.8370443795007472
35,-1.8214598761236955
36,-1.8295582162862487
37,-1.8206856386906216
38,-1.8297240240039467
39,-1.8447678207098896
40,-1.8164903836757975
41,-1.816043633640768
42,-1.8228581816988372
43,-1.8194222118920393
44,-1.815388644620652
45,-1.8264650166205971
46,-1.824937173832086
47,-1.8298475180025533
48,-1.8257169391422974
49,-1.8117275485370394
50,-1.8063568579319544
51,-1.8029928581840067
52,-1.811390705064078
53,-1.8302241601233897
54,-1.8371788962598352
55,-1.8268802163183728
56,-1.8089118074087567
57,-1.8037676883554032
58,-1.8015683523236983
59,-1.80397195364189
60,-1.823751420964775
61,-1.8199063084748277
62,-1.8122333975562892
63,-1.8229937429811718
64,-1.8095651422115906
65,-1.8091339583128252
66,-1.8166702345025147
67,-1.8194493215223466
68,-1.8137947399298435
69,-1.833374207628877
70,-1.8386520955151278
71,-1.8191382391392956
72,-1.8367781360597013
73,-1.8212493361913844
74,-1.819546085542992
75,-1.8444549744605048
76,-1.8278532992073384
77,-1.8072625680958558
78,-1.8201101868713945
79,-1.8181417119645265
80,-1.8135434920987799
81,-1.8174314440060182
82,-1.8137664022672846
83,-1.813557651468314
84,-1.8187039505055684
85,-1.8212836553486467
86,-1.8070139430436445
87,-1.815807738096261
88,-1.811368116833788
89,-1.812047363781862
90,-1.8171816761957755
91,-1.8151884888086462
92,-1.8084786868351153
93,-1.8276633040011732
94,-1.8240193707317889
95,-1.825606901774994
96,-1.8214321704767376
97,-1.8228242120808331
98,-1.8174745148567089
99,-1.8259637650587568
100,-1.8181517106278045
101,-1.8243890292558278
102,-1.819677532293299
103,-1.827061728836592
104,-1.8142270495592108
105,-1.826172509654397
106,-1.8307066422156573
107,-1.8219878847708513
108,-1.8261158960685964
109,-1.8259089658023169
110,-1.8339108291253763
111,-1.827606568329597
112,-1.8231601596360065
113,-1.8277749394611686
114,-1.8358773491549918
115,-1.821281649328203
116,-1.828989841820343
117,-1.821491249374184
118,-1.812541272044417
119,-1.835897395883934
120,-1.832470684793165
121,-1.8257921678745521
122,-1.8092258456473123
123,-1.825449115548532
124,-1.8293708248512892
125,-1.825547975058837
126,-1.8436230338048276
127,-1.8307981573137149
128,-1.832026186127833
129,-1.821318048227997
130,-1.8326216121386967
131,-1.820670425093999
132,-1.8224511671327466
133,-1.8217002270052003
134,-1.812135579960964
135,-1.8346829906661732
136,-1.831821327706539
137,-1.8259270910969454
138,-1.8154051978989767
139,-1.8322584416935337
140,-1.8288888003461574
141,-1.810610306314863
142,-1.8234958385756845
143,-1.8050651552426746
144,-1.8103637010484908
145,-1.8187062321240324
146,-1.8323017208809071
147,-1.8244472796816529
148,-1.818686903629996
149,-1.8174231664073315
150,-1.8338881559756397
151,-1.8225104501414173
152,-1.8159571546170723
153,-1.8105807134431307
154,-1.812566738183737
155,-1.8059517061762993
156,-1.8303456908832925
157,-1.817369072386205
158,-1.8314940495069898
159,-1.8182423921012303
160,-1.824593467468938
161,-1.8290936954860646
162,-1.8035138433158595
163,-1.8223746168413208
164,-1.826307693608817
165,-1.8337173350088003
166,-1.8242261376499471
167,-1.8129783541540914
168,-1.8016419353324467
169,-1.8199830477495709
170,-1.80808786168059
171,-1.8193833087922902
172,-1.8296080960462422
173,-1.828351991499069
174,-1.8349941197221864
175,-1.816190549209843
176,-1.8194030249222677
177,-1.8113989967902442
178,-1.8278014047699092
179,-1.8111098223684614
180,-1.7961109103862578
181,-1.8286841208595452
182,-1.8155125049795897
183,-1.8245436220151703
184,-1.817813754706554
185,-1.8298758798490757
186,-1.8271424186372036
187,-1.8084003418289656
188,-1.8223398260508596
189,-1.8181238573984357
190,-1.811870153218379
191,-1.8242460151052087
192,-1.8407122091011074
193,-1.835777167609287
194,-1.8289094806511283
195,-1.8232013680660435
