Time,Residuals
0,-0.006188977082657672
1,-0.0022236155497190498
2,0.01226116728017208
3,0.0016999638469559957
4,-0.000551959169025947
5,-0.01225109422473283
6,0.0037489110390167006
7,-0.012903177056749413
8,-0.008735536988633876
9,-0.0035515260441768017
10,-0.008107161383877633
11,-0.0007767305170961831
12,0.008511588939989516
13,0.009577424205910996
14,0.012289209555833435
15,-0.0011759732334458099
16,-0.006542110247226354
17,-0.004671295961992937
18,-0.00585493609321957
19,0.013133217312468243
20,0.011539970257625131
21,0.004523702803125203
22,-0.005545485583193118
23,0.0004289134233844492
24,0.002281408944455854
25,-0.0014260132385464518
26,-0.0047343816981951885
27,0.0024002169900507212
28,-0.002692808381248489
29,-0.008603996779949396
30,0.0019757291604329255
31,-0.003512207555976683
32,0.006667039115095437
33,0.0054987999075893045
34,0.006980769948473728
35,0.010393184786341055
36,0.0056261524861413266
37,0.008799844928862004
38,0.005300714036736267
39,-0.000987535627356876
40,0.005458490884403301
41,0.0033347874755820725
42,0.0031754392405984105
43,-0.004428601727521825
44,-0.010926098626139845
45,-0.0032249249614968185
46,0.00451562535141459
47,0.013784975683253806
48,0.009381710456490555
49,-0.005813003234858442
50,-0.0042621939063547856
51,0.00021433298177101498
52,-0.007581752059070892
53,-0.00676993161976391
54,-0.0019029499827547145
55,0.004524003663751306
56,0.000927951478306817
57,-0.004011364603735889
58,-0.00935421460597266
59,-0.005533894957140021
60,-0.0021411401928622077
61,-0.0027902101762941525
62,-0.004115018989477107
63,-0.00031621522895106287
64,0.0063481984248706744
65,0.0023255953920515325
66,-0.009684645888729682
67,-0.006116583307696878
68,-0.005396279269640189
69,-0.0046851461506038136
70,-0.013902325841682758
71,-0.007132398887963468
72,-0.014217190846296815
73,-0.0010906106794433454
74,0.001614671966113856
75,0.0035380546996804994
76,0.006508464646312872
77,0.002451073338196281
78,0.00775634820080535
79,0.0077609842424409305
80,0.009252641089052684
81,-0.005601193064595826
82,-0.0040210823489326385
83,-0.0051395450330351
84,-0.004840175187889931
85,0.007053527607151215
86,0.008019015224159967
87,0.004151750267213121
88,0.00619991775236147
89,0.006023543958237766
90,0.001921580111939467
91,0.0017548086367483095
92,-0.0029267085972637663
93,0.0026453735779731397
94,-0.007452150758759293
95,-0.0010573841060976244
96,0.00409673280491234
97,-0.004273102015151231
98,4.092140021588059e-05
99,0.005067424982105475
100,0.009861782019928524
101,-0.0034435787537423243
102,0.004126281032021811
103,0.0015495868290223691
104,0.006784311913584171
105,0.0003899097181278158
106,0.0035685340816754207
107,0.00394853773891151
108,0.010632836949251979
109,-0.0012669286713751563
110,0.004674067142961633
111,0.01321366832214738
112,0.008590159155831258
113,-0.001801952203011538
114,-0.0011046184774497524
115,-0.00440039677440207
116,-0.019550827771714862
117,-0.014991373335016147
118,-0.013586628982466327
119,-0.006826413493405967
120,-0.008406309556791896
121,-0.013290445669113414
